raw_id,dataset,project,file_path,contract,function,line_span,finding_id,title,severity,vulnerability_type,scope,source_available,vtype_recoverable,location_available,evidence_pointer,normalized_source_hash,normalized_contract_hash,converted_to_hyperedge,included_in_graph,graph_id,graph_split,dropped_reason
DAPP::DAppSCAN-source/contracts/Blockchain Labs NZ-Ecomi/tge-contract-audit-17b96ff760471c174d8edbeacc6b8cd2cf2c6b82/contracts/OMICrowdsale.sol::0,DAppSCAN,DAppSCAN-source/contracts/Blockchain Labs NZ-Ecomi/tge-contract-audit-17b96ff760471c174d8edbeacc6b8cd2cf2c6b82,DAppSCAN-source/contracts/Blockchain Labs NZ-Ecomi/tge-contract-audit-17b96ff760471c174d8edbeacc6b8cd2cf2c6b82/contracts/OMICrowdsale.sol,,,L1,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Blockchain Labs NZ-Ecomi/tge-contract-audit-17b96ff760471c174d8edbeacc6b8cd2cf2c6b82/contracts/OMICrowdsale.sol:1-1,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa/Gifto_TGE.sol::0,DAppSCAN,DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa,DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa/Gifto_TGE.sol,,,L72 L75,0,SWC-131-Presence of unused variables,,SWC-131-Presence of unused variables,other,True,True,False,DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa/Gifto_TGE.sol:72-75,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa/Gifto_TGE.sol::1,DAppSCAN,DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa,DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa/Gifto_TGE.sol,,validValue,L116 - L121,1,SWC-131-Presence of unused variables,,SWC-131-Presence of unused variables,other,True,True,True,DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa/Gifto_TGE.sol:116-121,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Blockchain Labs NZ-Leverj/staking-e8716e4a11881fad181b5330206d8b0c27a58510/contracts/Fee.sol::0,DAppSCAN,DAppSCAN-source/contracts/Blockchain Labs NZ-Leverj/staking-e8716e4a11881fad181b5330206d8b0c27a58510,DAppSCAN-source/contracts/Blockchain Labs NZ-Leverj/staking-e8716e4a11881fad181b5330206d8b0c27a58510/contracts/Fee.sol,,,L2,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Blockchain Labs NZ-Leverj/staking-e8716e4a11881fad181b5330206d8b0c27a58510/contracts/Fee.sol:2-2,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master/contracts/Migrations.sol::0,DAppSCAN,DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master,DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master/contracts/Migrations.sol,,,L2-24,0,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,False,DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master/contracts/Migrations.sol:2-2,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master/contracts/SynchroCoin.sol::0,DAppSCAN,DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master,DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master/contracts/SynchroCoin.sol,SynchroCoin,proxyWithdraw,L118,0,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master/contracts/SynchroCoin.sol:118-118,,ad208649fd9da458f6b14c6637924ec26fc78f4143378c94da4ef7eeccbcf925,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Blockchain Labs NZ-Zipper/zipt_token-0a3c4238353122cfc76b9fb01cd60b28b8b0c9e4/contracts/ZipToken.sol::0,DAppSCAN,DAppSCAN-source/contracts/Blockchain Labs NZ-Zipper/zipt_token-0a3c4238353122cfc76b9fb01cd60b28b8b0c9e4,DAppSCAN-source/contracts/Blockchain Labs NZ-Zipper/zipt_token-0a3c4238353122cfc76b9fb01cd60b28b8b0c9e4/contracts/ZipToken.sol,,,L12,0,SWC-131-Presence of unused variables,,SWC-131-Presence of unused variables,other,True,True,False,DAppSCAN-source/contracts/Blockchain Labs NZ-Zipper/zipt_token-0a3c4238353122cfc76b9fb01cd60b28b8b0c9e4/contracts/ZipToken.sol:12-12,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664/contracts/AsyncArtwork_v2.sol::0,DAppSCAN,DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664,DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664/contracts/AsyncArtwork_v2.sol,,,L156,0,SWC-108-State Variable Default Visibility,,SWC-108-State Variable Default Visibility,other,True,True,False,DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664/contracts/AsyncArtwork_v2.sol:156-156,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664/contracts/AsyncArtwork_v2.sol::1,DAppSCAN,DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664,DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664/contracts/AsyncArtwork_v2.sol,AsyncArtwork_v2,useControlToken,L601,1,SWC-131-Presence of unused variables,,SWC-131-Presence of unused variables,other,True,True,True,DAppSCAN-source/contracts/Byterocket-AsyncArt v2[05.26.2020]/async-contracts-1bbca6bfe1a171f1bb8369ff129d5aac234a6664/contracts/AsyncArtwork_v2.sol:601-601,,2b3b53ea5a6f1c48a30e3fcf10c7087815bc83b8ae689e0fedd1424c30a0a3f2,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-Invictus Capital Fund Contract[01.27.2022]/TransparentUpgradeableProxy0x04Fd86C321E53D6D0070d30eAEFD1d93790EA3d2/@openzeppelin/contracts/proxy/Proxy.sol::0,DAppSCAN,DAppSCAN-source/contracts/Byterocket-Invictus Capital Fund Contract[01.27.2022]/TransparentUpgradeableProxy0x04Fd86C321E53D6D0070d30eAEFD1d93790EA3d2,DAppSCAN-source/contracts/Byterocket-Invictus Capital Fund Contract[01.27.2022]/TransparentUpgradeableProxy0x04Fd86C321E53D6D0070d30eAEFD1d93790EA3d2/@openzeppelin/contracts/proxy/Proxy.sol,,,L3,0,SWC-103-Floating Pragma,,SWC-103-Floating Pragma,other,True,True,False,DAppSCAN-source/contracts/Byterocket-Invictus Capital Fund Contract[01.27.2022]/TransparentUpgradeableProxy0x04Fd86C321E53D6D0070d30eAEFD1d93790EA3d2/@openzeppelin/contracts/proxy/Proxy.sol:3-3,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/PositionManagerFactory.sol::0,DAppSCAN,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/PositionManagerFactory.sol,PositionManagerFactory,getAllPositionManagers,L87-90,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/PositionManagerFactory.sol:87-87,,2d23b5573d41f8ec85036c770dbb1c739131732ea0ce44c27bf596a44a1990f8,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/actions/ZapIn.sol::0,DAppSCAN,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/actions/ZapIn.sol,ZapIn,zapIn,L53-54,0,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/actions/ZapIn.sol:53-53,,30bf679b669c9ba7b31b517c525b8ca9f895af0280fdc24fa5a73febbb9134e9,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/helpers/SwapHelper.sol::0,DAppSCAN,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/helpers/SwapHelper.sol,,,L11-74,0,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,False,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/helpers/SwapHelper.sol:11-11,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/modules/IdleLiquidityModule.sol::0,DAppSCAN,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/modules/IdleLiquidityModule.sol,IdleLiquidityModule,_calcTick,L131,0,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/Byterocket-Orbit DeFi[05.29.2022]/orbit-defi-541460999b7d8fa80c4a4a86383f583392436b67/contracts/modules/IdleLiquidityModule.sol:131-131,,efeee804a6a7b30e54336ce35b1ea1aff6091f15160a148c6e7b3d441c16c768,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol::0,DAppSCAN,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol,,,L27,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,False,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol:27-27,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol::1,DAppSCAN,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol,RealityCards,userRemainingDeposit,L198-204,1,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol:198-198,,d776bc1beb908176a6d2bb1f657a7281ef6ac2d800ee8cd54f59aad9bb22c2da,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol::2,DAppSCAN,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol,RealityCards,rentalExpiryTime,L212-214,2,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol:212-212,,d776bc1beb908176a6d2bb1f657a7281ef6ac2d800ee8cd54f59aad9bb22c2da,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::0,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,,,L467,0,SWC-123-Requirement Violation,,SWC-123-Requirement Violation,other,True,True,False,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:467-467,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::1,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,,,L702 - L703,1,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,False,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:702-703,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::2,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,,,L710,2,SWC-131-Presence of unused variables,,SWC-131-Presence of unused variables,other,True,True,False,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:710-710,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::3,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,IERC20,balanceOf,L794 - L795,3,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:794-795,,64d70b9db707dc412a13e177dcb73dee7f4ef31fd486bf69412f0a4030646070,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::4,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,isExcludedFromReward,L828 - L831,4,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:828-831,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::5,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,deliver,L837 - L844,5,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:837-844,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::6,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,_transferBothExcluded,L865 - L874,6,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:865-874,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::7,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,_getCurrentSupply,L941 - L951,7,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:941-951,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::8,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,_takeLiquidity,L955 - L961,8,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:955-961,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::9,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,_tokenTransfer,L1106 - L1124,9,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:1106-1124,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::10,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,_transferToExcluded,L1137 - L1145,10,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:1137-1145,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol::11,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol,LiquidityGeneratorToken,_transferFromExcluded,L1148 - L1156,11,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Callisto_Network-Axiemon Token Security Audit/code/BSCSCAN-0xC512261b8AE70260447A74aC7d94dAee150B90C0.sol:1148-1156,,0c5c94c96e90bdab236fa3e64ea002d7372e4b79dfe6f80f787dd7df4e8e1163,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Callisto_Network-Big Doge Coin Security Audit/code/code.sol::0,DAppSCAN,DAppSCAN-source/contracts/Callisto_Network-Big Doge Coin Security Audit/code,DAppSCAN-source/contracts/Callisto_Network-Big Doge Coin Security Audit/code/code.sol,,,L702 - L703,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,False,DAppSCAN-source/contracts/Callisto_Network-Big Doge Coin Security Audit/code/code.sol:702-703,,,False,False,,,outside_priority_interaction_scope
